,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
232,Chattahoochee Valley Cmty Coll,CIS  211,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
233,Chattahoochee Valley Cmty Coll,CIS  212,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
234,Chattahoochee Valley Cmty Coll,CIS  254,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
235,Chattahoochee Valley Cmty Coll,CIS  255,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
236,Chattahoochee Valley Cmty Coll,CIS  273,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credti Awarded,0.0
237,Chattahoochee Valley Cmty Coll,CIS  274,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
238,Chattahoochee Valley Cmty Coll,CIS  299,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
239,Chattahoochee Valley Cmty Coll,ECO  231,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
240,Chattahoochee Valley Cmty Coll,ECO  232,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
241,Chattahoochee Valley Cmty Coll,ENG  101,English Composition Skills I,Undergraduate,C,ENGL  1101,English Composition I,3.0
242,Chattahoochee Valley Cmty Coll,ENG  102,English Composition II,Undergraduate,C,ENGL  1102,English Composition II,3.0
243,Chattahoochee Valley Cmty Coll,ENG  111,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
244,Chattahoochee Valley Cmty Coll,ENG  112,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
245,Chattahoochee Valley Cmty Coll,ENG  251,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
246,Chattahoochee Valley Cmty Coll,ENG  272,Transfer Course,Undergraduate,C,SS  2XXX,Social Science Electives,3.0
247,Chattahoochee Valley Cmty Coll,HED  230,Transfer Course,Undergraduate,C,APPH  2XXX,Applied Physiology elective,3.0
248,Chattahoochee Valley Cmty Coll,HED  299,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
249,Chattahoochee Valley Cmty Coll,HIS  121,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
250,Chattahoochee Valley Cmty Coll,HIS  122,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Electives,3.0
251,Chattahoochee Valley Cmty Coll,HIS  201,United States History I,Undergraduate,C,HIST  2111,United States to 1877,3.0
252,Chattahoochee Valley Cmty Coll,HIS  202,United States History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
253,Chattahoochee Valley Cmty Coll,MTH  111,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
254,Chattahoochee Valley Cmty Coll,MTH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
255,Chattahoochee Valley Cmty Coll,MTH  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
256,Chattahoochee Valley Cmty Coll,MTH  115,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
257,Chattahoochee Valley Cmty Coll,MTH  125,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
258,Chattahoochee Valley Cmty Coll,MTH  126,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
259,Chattahoochee Valley Cmty Coll,MTH  215,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
260,Chattahoochee Valley Cmty Coll,MTH  218,Transfer Course,Undergraduate,C,MATH  2403,Differential Equations,4.0
261,Chattahoochee Valley Cmty Coll,MTH  219,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
262,Chattahoochee Valley Cmty Coll,MTH  226,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
263,Chattahoochee Valley Cmty Coll,MTH  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
264,Chattahoochee Valley Cmty Coll,MTH  238,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
265,Chattahoochee Valley Cmty Coll,OAD  103,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
266,Chattahoochee Valley Cmty Coll,PED  103,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
267,Chattahoochee Valley Cmty Coll,PED  133,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
268,Chattahoochee Valley Cmty Coll,PED  155,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
269,Chattahoochee Valley Cmty Coll,PHS  111,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
270,Chattahoochee Valley Cmty Coll,PHY  213,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
271,Chattahoochee Valley Cmty Coll,PHY  214,Transfer Course,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
272,Chattahoochee Valley Cmty Coll,PHY  215,Transfer Course,Undergraduate,C,PHYS  2XXX,Physics Elective,1.0
273,Chattahoochee Valley Cmty Coll,PHY  216,Transfer Course,Undergraduate,C,PHYS  2XXX,Physics Elective,1.0
274,Chattahoochee Valley Cmty Coll,POL  211,Transfer Course,Undergraduate,C,POL  1101,Government of the U.S.,3.0
275,Chattahoochee Valley Cmty Coll,PSY  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
276,Chattahoochee Valley Cmty Coll,PSY  200,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
277,Chattahoochee Valley Cmty Coll,PSY  230,Transfer Course,Undergraduate,C,PSYC  2230,Abnormal Psychology,3.0
278,Chattahoochee Valley Cmty Coll,SOC  200,Transfer Course,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
279,Chattahoochee Valley Cmty Coll,SPH  106,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
280,Chattahoochee Valley Cmty Coll,SPH  107,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
281,Coastal Alabama Comm College,BIO  103,Prin of Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
282,Coastal Alabama Comm College,CHM  111,College Chemistry I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
283,Coastal Alabama Comm College,CHM  112,College Chemistry II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
284,Coastal Alabama Comm College,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
285,Coastal Alabama Comm College,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
286,Coastal Alabama Comm College,HIS  201,U S History I,Undergraduate,C,HIST  2111,United States to 1877,3.0
287,Coastal Alabama Comm College,HIS  202,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
288,Coastal Alabama Comm College,MTH  125,Calculus I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
289,Coastal Alabama Comm College,PSY  200,General Psychology,Undergraduate,C,PSYC  1101,General Psychology,3.0
290,Coastal Alabama Comm College,PSY  210,Human Growth & Development,Undergraduate,C,PSYC  2103,Human Development,3.0
291,Coastal Alabama Comm College,SOC  200,Intro Sociology,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
292,Community C Air Force,AMT  2240,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
293,Community C Air Force,AVI  1717,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
294,Community C Air Force,AVI  1732,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
295,Community C Air Force,AVI  1759,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
296,Community C Air Force,AVI  2251,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
297,Community C Air Force,AVI  2718,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
298,Community C Air Force,AVI  2720,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
299,Community C Air Force,AVI  2730,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
300,Community C Air Force,CMR  1740,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
301,Community C Air Force,CMR  1746,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
302,Community C Air Force,CMR  2770,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
303,Community C Air Force,EDT  2842,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
304,Community C Air Force,ELT  1101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
305,Community C Air Force,ELT  1105,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
306,Community C Air Force,ELT  1106,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
307,Community C Air Force,ELT  1203,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
308,Community C Air Force,ELT  1210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
309,Community C Air Force,ELT  1701,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
310,Community C Air Force,ELT  1702,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
311,Community C Air Force,ELT  1713,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
312,Community C Air Force,ELT  1743,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
313,Community C Air Force,ELT  1744,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
314,Community C Air Force,ELT  1772,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
315,Community C Air Force,EXP  1706,Explosive Ord Displ Orien,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
316,Community C Air Force,INT  5000,Journeyman,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
317,Community C Air Force,INT  7000,Craftsman,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
318,Community C Air Force,LAW  1803,Fund of Law Enforcement,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
319,Community C Air Force,LMM  1101,Leadership/Management I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
320,Community C Air Force,LMM  1102,Managerial Communications I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
321,Community C Air Force,LMM  1103,Military Studies I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
322,Community C Air Force,MKS  1105,Initial Marksmanship Lab,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
323,Community C Air Force,MUN  1202,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
324,Community C Air Force,MUN  1203,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
325,Community C Air Force,MUN  1204,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
326,Community C Air Force,MUN  1205,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
327,Community C Air Force,PHE  1000,Physical Education/Wellness,Undergraduate,C,HPS  11XX,Wellness Elective,4.0
328,Community C Air Force,SEC  1804,Fund of Grd Combat Skills,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
329,Community C Air Force,SEC  1806,Introduction to Security,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
330,Community C Air Force,SEC  2855,Support Weapons (Qual),Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
331,Enterprise State Comm College,CIS  191,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
332,Enterprise State Comm College,ECO  232,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
333,Enterprise State Comm College,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
334,Enterprise State Comm College,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
335,Enterprise State Comm College,HIS  201,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
336,Enterprise State Comm College,MTH  125,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
337,Enterprise State Comm College,MTH  126,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
338,Enterprise State Comm College,MUL  190,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
339,Enterprise State Comm College,MUL  290,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
340,Enterprise State Comm College,ORI  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
341,Enterprise State Comm College,PHY  213,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
342,Enterprise State Comm College,PHY  213L,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
343,Enterprise State Comm College,PHY  214,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
344,Enterprise State Comm College,PHY  214L,Transfer Course,Undergraduate,C,PHYS  2212,Intro-Physics II,4.0
345,Faulkner University,BI  1214,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
346,Faulkner University,BI  1311,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
347,Faulkner University,BIO  1101,Transfer Course,Undergraduate,C,BIOL  1510,Needs BIO 1301 for 4 hr Credit,0.0
348,Faulkner University,BIO  1102,Transfer Course,Undergraduate,C,BIOL  1520,Needs BIO 1302 for 4 hr Credit,0.0
349,Faulkner University,BIO  1301,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
350,Faulkner University,BIO  1302,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
351,Faulkner University,CA  1302,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
352,Faulkner University,EH  1303,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
353,Faulkner University,FE  1111,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
354,Faulkner University,GB  1301,Transfer Course,Undergraduate,C,LMC  2XXX,"Lit,Comm&Culture Elective",3.0
355,Faulkner University,GB  1302,Transfer Course,Undergraduate,C,LMC  2XXX,"Lit,Comm&Culture Elective",3.0
356,Faulkner University,MU  2341,Transfer Course,Undergraduate,C,MUSI  2600,Music Theory I,2.0
357,Gadsden St Cmty College,ALI  021,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech credit Awarded,0.0
358,Gadsden St Cmty College,ALI  023,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
359,Gadsden St Cmty College,ALI  024,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
360,Gadsden St Cmty College,ALI  041,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
361,Gadsden St Cmty College,ALI  043,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
362,Gadsden St Cmty College,ALI  044,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
363,Gadsden St Cmty College,ALI  051,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
364,Gadsden St Cmty College,ALI  053,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
365,Gadsden St Cmty College,ART  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
366,Gadsden St Cmty College,BIO  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
367,Gadsden St Cmty College,CHM  111,College Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
368,Gadsden St Cmty College,CHM  112,College Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
369,Gadsden St Cmty College,CIS  110,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
370,Gadsden St Cmty College,CIS  146,Microcomputer Applications,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
371,Gadsden St Cmty College,CIS  201,Intro to Computer Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
372,Gadsden St Cmty College,CIS  251,Transfer Course,Undergraduate,C,CS  1301,Intro to Computing,3.0
373,Gadsden St Cmty College,CIS  285,Transfer Course,Undergraduate,C,CS  1316,Rep Structure & Behavior,3.0
374,Gadsden St Cmty College,ECO  231,Transfer Course,Undergraduate,C,ECON  2105,Prin Macroeconomics,3.0
375,Gadsden St Cmty College,EGR  125,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
376,Gadsden St Cmty College,ENG  080,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
377,Gadsden St Cmty College,ENG  093,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
378,Gadsden St Cmty College,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
379,Gadsden St Cmty College,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
380,Gadsden St Cmty College,ENG  251,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
381,Gadsden St Cmty College,HIS  101,Transfer Course,Undergraduate,C,HTS  1XXX,"Hist,Tech & Soc Elective",3.0
382,Gadsden St Cmty College,HIS  102,Transfer Course,Undergraduate,C,HTS  1031,Europe Since Renaissance,3.0
383,Gadsden St Cmty College,HIS  201,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
384,Gadsden St Cmty College,HIS  202,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
385,Gadsden St Cmty College,MTH  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
386,Gadsden St Cmty College,MTH  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
387,Gadsden St Cmty College,MTH  125,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
388,Gadsden St Cmty College,MTH  126,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
389,Gadsden St Cmty College,MTH  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
390,Gadsden St Cmty College,MTH  238,Applied Differentl Equations I,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
391,Gadsden St Cmty College,MTH  265,Elementary Statistics,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
392,Gadsden St Cmty College,ORI  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
393,Gadsden St Cmty College,PED  100,Transfer Course,Undergraduate,C,HPS  1061,Fitness Concepts,2.0
394,Geo C Wallace Community Colg,BIO  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
395,Geo C Wallace Community Colg,CHM  111,General Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
396,Geo C Wallace Community Colg,CHM  112,College Chemistry II W/Lab,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
397,Geo C Wallace Community Colg,CIS  146,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
398,Geo C Wallace Community Colg,CIS  150,Intro to Comp Logic & Progr,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
399,Geo C Wallace Community Colg,CIS  251,C++ Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
400,Geo C Wallace Community Colg,ECO  231,Principles of Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
401,Geo C Wallace Community Colg,ECO  232,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
402,Geo C Wallace Community Colg,ENG  101,English Composition I,Undergraduate,C,ENGL  1101,English Composition I,3.0
403,Geo C Wallace Community Colg,ENG  102,English Composition II,Undergraduate,C,ENGL  1102,English Composition II,3.0
404,Geo C Wallace Community Colg,ENG  262,English Literature II,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
